client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
5817,,,0,0,0,2022-05-06
5818,,,0,0,0,2022-05-12
5819,,,0,0,1,2022-05-17
5820,,,0,0,0,2022-05-29
5821,,,0,0,0,2022-05-09
5822,,,0,0,0,2022-05-26
5823,,,0,0,0,2022-05-20
5824,,,0,0,0,2022-05-15
5825,,,0,0,0,2022-05-15
5826,,,0,0,0,2022-05-24
5827,,,0,0,0,2022-05-25
5828,,,0,0,0,2022-05-16
5829,,,0,0,0,2022-05-16
5830,,,0,0,0,2022-05-09
5831,,,0,0,0,2022-05-28
5832,,,0,0,0,2022-05-01
5833,,,0,0,0,2022-05-09
5834,,,0,0,0,2022-05-24
5835,,,0,0,0,2022-05-03
5836,,,0,0,0,2022-05-09
5837,,,0,0,0,2022-05-05
5838,,,0,0,0,2022-05-12
5839,,,0,0,0,2022-05-12
5840,,,0,0,0,2022-05-12
5841,,,0,0,0,2022-05-05
5842,,,0,0,0,2022-05-09
5843,,,0,0,0,2022-05-18
5844,,,0,0,0,2022-05-31
5845,,,0,0,0,2022-05-27
5846,,,0,0,0,2022-05-05
5847,,,0,0,0,2022-05-21
5848,,,0,0,0,2022-05-18
5849,,,0,0,0,2022-05-26
5850,,,0,0,0,2022-05-04
5851,,,0,0,1,2022-05-21
5852,,,0,0,0,2022-05-13
5853,,,0,0,1,2022-05-25
5854,,,0,0,0,2022-05-21
5855,,,0,0,0,2022-05-22
5856,,,0,0,0,2022-05-06
5857,,,0,0,0,2022-05-15
5858,,,0,0,0,2022-05-27
5859,,,0,0,0,2022-05-05
5860,,,0,0,0,2022-05-18
5861,,,0,0,0,2022-05-03
5862,,,0,0,0,2022-05-21
5863,,,0,0,0,2022-05-22
5864,,,0,0,1,2022-05-24
5865,,,0,0,0,2022-05-18
5866,,,0,0,0,2022-05-23
5867,,,0,0,0,2022-05-21
5868,,,0,0,0,2022-05-10
5869,,,0,0,0,2022-05-11
5870,,,0,0,0,2022-05-25
5871,,,0,0,0,2022-05-07
5872,,,0,0,0,2022-05-27
5873,,,0,0,0,2022-05-14
5874,,,0,0,0,2022-05-21
5875,,,0,0,0,2022-05-23
5876,,,0,0,0,2022-05-11
5877,,,0,0,0,2022-05-01
5878,,,0,0,0,2022-05-29
5879,,,0,0,0,2022-05-15
5880,,,0,0,0,2022-05-17
5881,,,0,0,0,2022-05-24
5882,,,0,0,0,2022-05-29
5883,,,0,0,0,2022-05-07
5884,,,0,0,0,2022-05-11
5885,,,0,0,0,2022-05-16
5886,,,0,0,0,2022-05-05
5887,,,0,0,0,2022-05-02
5888,,,0,0,0,2022-05-10
5889,,,0,0,0,2022-05-04
5890,,,0,0,0,2022-05-16
5891,,,0,0,0,2022-05-14
5892,,,0,0,0,2022-05-31
5893,,,0,0,0,2022-05-17
5894,,,0,0,0,2022-05-26
5895,,,0,0,0,2022-05-02
5896,,,0,0,0,2022-05-29
5897,,,0,0,0,2022-05-19
5898,,,0,0,0,2022-05-01
5899,,,0,0,0,2022-05-02
5900,,,0,0,0,2022-05-21
5901,,,0,0,0,2022-05-04
5902,,,0,0,0,2022-05-15
5903,,,0,0,0,2022-05-06
5904,,,0,0,0,2022-05-22
5905,,,0,0,0,2022-05-14
5906,,,0,0,0,2022-05-15
5907,,,0,0,0,2022-05-29
5908,,,0,0,0,2022-05-24
5909,,,0,0,0,2022-05-14
5910,,,0,0,0,2022-05-09
5911,,,0,0,0,2022-05-18
5912,,,0,0,0,2022-05-12
5913,,,0,0,0,2022-05-10
5914,,,0,0,0,2022-05-10
5915,,,0,0,0,2022-05-16
5916,,,0,0,0,2022-05-24
5917,,,0,0,0,2022-05-19
5918,,,0,0,0,2022-05-16
5919,,,0,0,0,2022-05-21
5920,,,0,0,0,2022-05-16
5921,,,0,0,0,2022-05-17
5922,,,0,0,0,2022-05-10
5923,,,0,0,0,2022-05-03
5924,,,0,0,0,2022-05-30
5925,,,0,0,0,2022-05-01
5926,,,0,0,0,2022-05-13
5927,,,0,0,0,2022-05-07
5928,,,0,0,0,2022-05-07
5929,,,0,0,0,2022-05-26
5930,,,0,0,0,2022-05-26
5931,,,0,0,0,2022-05-29
5932,,,0,0,0,2022-05-10
5933,,,0,0,0,2022-05-26
5934,,,0,0,0,2022-05-14
5935,,,0,0,0,2022-05-03
5936,,,0,0,0,2022-05-31
5937,,,0,0,0,2022-05-03
5938,,,0,0,0,2022-05-12
5939,,,0,0,0,2022-05-06
5940,,,0,0,0,2022-05-20
5941,,,0,0,0,2022-05-08
5942,,,0,0,0,2022-05-19
5943,,,0,0,0,2022-05-20
5944,,,0,0,0,2022-05-20
5945,,,0,0,0,2022-05-22
5946,,,0,0,0,2022-05-03
5947,,,0,0,0,2022-05-21
5948,,,0,0,0,2022-05-24
5949,,,0,0,1,2022-05-02
5950,,,0,0,0,2022-05-04
5951,,,0,0,0,2022-05-17
5952,,,0,0,0,2022-05-14
5953,,,0,0,0,2022-05-12
5954,,,0,0,0,2022-05-07
5955,,,0,0,0,2022-05-08
5956,,,0,0,0,2022-05-24
5957,,,0,0,0,2022-05-19
5958,,,0,0,0,2022-05-26
5959,,,0,0,0,2022-05-26
5960,,,0,0,0,2022-05-22
5961,,,0,0,0,2022-05-27
5962,,,0,0,0,2022-05-16
5963,,,0,0,0,2022-05-05
5964,,,0,0,0,2022-05-05
5965,,,0,0,0,2022-05-29
5966,,,0,0,0,2022-05-02
5967,,,0,0,0,2022-05-04
5968,,,0,0,0,2022-05-06
5969,,,0,0,0,2022-05-11
5970,,,0,0,0,2022-05-13
5971,,,0,0,0,2022-05-13
5972,,,0,0,0,2022-05-04
5973,,,0,0,0,2022-05-02
5974,,,0,0,0,2022-05-24
5975,,,0,0,0,2022-05-24
5976,,,0,0,0,2022-05-27
5977,,,0,0,0,2022-05-20
5978,,,0,0,0,2022-05-15
5979,,,0,0,1,2022-05-10
5980,,,0,0,0,2022-05-07
5981,,,0,0,0,2022-05-11
5982,,,0,0,0,2022-05-09
5983,,,0,0,0,2022-05-31
5984,,,0,0,0,2022-05-22
5985,,,0,0,0,2022-05-22
5986,,,0,0,0,2022-05-05
5987,,,0,0,0,2022-05-20
5988,,,0,0,0,2022-05-28
5989,,,0,0,0,2022-05-01
5990,,,0,0,0,2022-05-23
5991,,,0,0,0,2022-05-20
5992,,,0,0,0,2022-05-08
5993,,,0,0,0,2022-05-04
5994,,,0,0,0,2022-05-26
5995,,,0,0,0,2022-05-28
5996,,,0,0,0,2022-05-14
5997,,,0,0,0,2022-05-23
5998,,,0,0,0,2022-05-11
5999,,,0,0,1,2022-05-22
6000,,,0,0,0,2022-05-20
6001,,,0,0,0,2022-05-13
6002,,,0,0,0,2022-05-08
6003,,,0,0,0,2022-05-03
6004,,,0,0,0,2022-05-03
6005,,,0,0,0,2022-05-07
6006,,,0,0,0,2022-05-08
6007,,,0,0,0,2022-05-24
6008,,,0,0,0,2022-05-22
6009,,,0,0,0,2022-05-22
6010,,,0,0,0,2022-05-12
6011,,,0,0,0,2022-05-17
6012,,,0,0,0,2022-05-10
6013,,,0,0,0,2022-05-16
6014,,,0,0,0,2022-05-25
6015,,,0,0,0,2022-05-24
6016,,,0,0,0,2022-05-04
6017,,,0,0,0,2022-05-02
6018,,,0,0,0,2022-05-24
6019,,,0,0,1,2022-05-18
6020,,,0,0,0,2022-05-17
6021,,,0,0,0,2022-05-02
6022,,,0,0,0,2022-05-29
6023,,,0,0,0,2022-05-07
6024,,,0,0,0,2022-05-04
6025,,,0,0,0,2022-05-21
6026,,,0,0,0,2022-05-18
6027,,,0,0,0,2022-05-07
6028,,,0,0,0,2022-05-27
6029,,,0,0,0,2022-05-26
6030,,,0,0,0,2022-05-25
6031,,,0,0,0,2022-05-10
6032,,,0,0,0,2022-05-04
6033,,,0,0,0,2022-05-22
6034,,,0,0,0,2022-05-05
6035,,,0,0,0,2022-05-14
6036,,,0,0,0,2022-05-17
6037,,,0,0,0,2022-05-10
6038,,,0,0,0,2022-05-20
6039,,,0,0,0,2022-05-10
6040,,,0,0,0,2022-05-01
6041,,,0,0,0,2022-05-10
6042,,,0,0,0,2022-05-25
6043,,,0,0,0,2022-05-07
6044,,,0,0,0,2022-05-31
6045,,,0,0,0,2022-05-02
6046,,,0,0,0,2022-05-28
6047,,,0,0,0,2022-05-09
6048,,,0,0,0,2022-05-10
6049,,,0,0,0,2022-05-02
6050,,,0,0,0,2022-05-03
6051,,,0,0,0,2022-05-18
6052,,,0,0,0,2022-05-30
6053,,,0,0,0,2022-05-16
6054,,,0,0,0,2022-05-02
6055,,,0,0,0,2022-05-17
6056,,,0,0,0,2022-05-10
6057,,,0,0,0,2022-05-10
6058,,,0,0,0,2022-05-20
6059,,,0,0,0,2022-05-11
6060,,,0,0,0,2022-05-12
6061,,,0,0,0,2022-05-21
6062,,,0,0,0,2022-05-15
6063,,,0,0,0,2022-05-11
6064,,,0,0,0,2022-05-24
6065,,,0,0,0,2022-05-05
6066,,,0,0,0,2022-05-20
6067,,,0,0,0,2022-05-28
6068,,,0,0,0,2022-05-01
6069,,,0,0,0,2022-05-09
6070,,,0,0,0,2022-05-16
6071,,,0,0,0,2022-05-22
6072,,,0,0,0,2022-05-31
6073,,,0,0,0,2022-05-17
6074,,,0,0,0,2022-05-21
6075,,,0,0,0,2022-05-02
6076,,,0,0,0,2022-05-23
6077,,,0,0,0,2022-05-09
6078,,,0,0,0,2022-05-19
6079,,,0,0,0,2022-05-11
6080,,,0,0,0,2022-05-04
6081,,,0,0,0,2022-05-18
6082,,,0,0,0,2022-05-01
6083,,,0,0,0,2022-05-31
6084,,,0,0,0,2022-05-24
6085,,,0,0,0,2022-05-27
6086,,,0,0,0,2022-05-04
6087,,,0,0,0,2022-05-30
6088,,,0,0,0,2022-05-28
6089,,,0,0,0,2022-05-08
6090,,,0,0,0,2022-05-15
6091,,,0,0,0,2022-05-30
6092,,,0,0,0,2022-05-19
6093,,,0,0,0,2022-05-05
6094,,,0,0,0,2022-05-04
6095,,,0,0,0,2022-05-04
6096,,,0,0,0,2022-05-10
6097,,,0,0,0,2022-05-09
6098,,,0,0,0,2022-05-24
6099,,,0,0,0,2022-05-03
6100,,,0,0,0,2022-05-18
6101,,,0,0,0,2022-05-10
6102,,,0,0,0,2022-05-24
6103,,,0,0,0,2022-05-28
6104,,,0,0,0,2022-05-28
6105,,,0,0,1,2022-05-26
6106,,,0,0,0,2022-05-06
6107,,,0,0,0,2022-05-28
6108,,,0,0,0,2022-05-06
6109,,,0,0,0,2022-05-27
6110,,,0,0,0,2022-05-27
6111,,,0,0,0,2022-05-22
6112,,,0,0,0,2022-05-21
6113,,,0,0,0,2022-05-04
6114,,,0,0,0,2022-05-13
6115,,,0,0,0,2022-05-12
6116,,,0,0,0,2022-05-21
6117,,,0,0,0,2022-05-15
6118,,,0,0,0,2022-05-12
6119,,,0,0,0,2022-05-30
6120,,,0,0,0,2022-05-23
6121,,,0,0,0,2022-05-05
6122,,,0,0,0,2022-05-01
6123,,,0,0,0,2022-05-05
6124,,,0,0,0,2022-05-02
6125,,,0,0,0,2022-05-27
6126,,,0,0,0,2022-05-14
6127,,,0,0,0,2022-05-26
6128,,,0,0,0,2022-05-19
6129,,,0,0,0,2022-05-22
6130,,,0,0,0,2022-05-04
6131,,,0,0,0,2022-05-13
6132,,,0,0,0,2022-05-02
6133,,,0,0,0,2022-05-18
6134,,,0,0,0,2022-05-12
6135,,,0,0,0,2022-05-27
6136,,,0,0,0,2022-05-28
6137,,,0,0,0,2022-05-12
6138,,,0,0,0,2022-05-25
6139,,,0,0,0,2022-05-14
6140,,,0,0,0,2022-05-29
6141,,,0,0,0,2022-05-24
6142,,,0,0,0,2022-05-08
6143,,,0,0,0,2022-05-18
6144,,,0,0,1,2022-05-22
6145,,,0,0,0,2022-05-31
6146,,,0,0,0,2022-05-06
6147,,,0,0,0,2022-05-12
6148,,,0,0,0,2022-05-23
6149,,,0,0,0,2022-05-24
6150,,,0,0,0,2022-05-01
6151,,,0,0,0,2022-05-06
6152,,,0,0,0,2022-05-13
6153,,,0,0,0,2022-05-16
6154,,,0,0,0,2022-05-10
6155,,,0,0,0,2022-05-05
6156,,,0,0,0,2022-05-23
6157,,,0,0,0,2022-05-31
6158,,,0,0,0,2022-05-31
6159,,,0,0,0,2022-05-05
6160,,,0,0,0,2022-05-07
6161,,,0,0,0,2022-05-01
6162,,,0,0,0,2022-05-11
6163,,,0,0,0,2022-05-16
6164,,,0,0,0,2022-05-27
6165,,,0,0,1,2022-05-07
6166,,,0,0,0,2022-05-01
6167,,,0,0,0,2022-05-13
6168,,,0,0,0,2022-05-15
6169,,,0,0,0,2022-05-26
6170,,,0,0,0,2022-05-17
6171,,,0,0,0,2022-05-04
6172,,,0,0,0,2022-05-02
6173,,,0,0,0,2022-05-01
6174,,,0,0,0,2022-05-14
6175,,,0,0,0,2022-05-18
6176,,,0,0,0,2022-05-05
6177,,,0,0,0,2022-05-20
6178,,,0,0,0,2022-05-12
6179,,,0,0,0,2022-05-30
6180,,,0,0,0,2022-05-24
6181,,,0,0,0,2022-05-28
6182,,,0,0,0,2022-05-21
6183,,,0,0,0,2022-05-29
6184,,,0,0,0,2022-05-24
6185,,,0,0,0,2022-05-16
6186,,,0,0,0,2022-05-11
6187,,,0,0,0,2022-05-29
6188,,,0,0,0,2022-05-25
6189,,,0,0,0,2022-05-27
6190,,,0,0,0,2022-05-31
6191,,,0,0,0,2022-05-31
6192,,,0,0,0,2022-05-31
6193,,,0,0,0,2022-05-19
6194,,,0,0,0,2022-05-01
6195,,,0,0,0,2022-05-09
6196,,,0,0,0,2022-05-26
6197,,,0,0,0,2022-05-12
6198,,,0,0,0,2022-05-01
6199,,,0,0,0,2022-05-31
6200,,,0,0,0,2022-05-19
6201,,,0,0,0,2022-05-14
6202,,,0,0,0,2022-05-01
6203,,,0,0,0,2022-05-12
6204,,,0,0,0,2022-05-22
6205,,,0,0,0,2022-05-21
6206,,,0,0,0,2022-05-11
6207,,,0,0,0,2022-05-22
6208,,,0,0,0,2022-05-10
6209,,,0,0,0,2022-05-24
6210,,,0,0,0,2022-05-28
6211,,,0,0,0,2022-05-12
6212,,,0,0,0,2022-05-04
6213,,,0,0,0,2022-05-12
6214,,,0,0,1,2022-05-14
6215,,,0,0,0,2022-05-01
6216,,,0,0,0,2022-05-06
6217,,,0,0,0,2022-05-19
6218,,,0,0,0,2022-05-18
6219,,,0,0,0,2022-05-09
6220,,,0,0,0,2022-05-08
6221,,,0,0,0,2022-05-03
6222,,,0,0,0,2022-05-25
6223,,,0,0,0,2022-05-14
6224,,,0,0,0,2022-05-31
6225,,,0,0,0,2022-05-26
6226,,,0,0,0,2022-05-12
6227,,,0,0,0,2022-05-23
6228,,,0,0,0,2022-05-28
6229,,,0,0,0,2022-05-26
6230,,,0,0,0,2022-05-09
6231,,,0,0,0,2022-05-04
6232,,,0,0,0,2022-05-21
6233,,,0,0,0,2022-05-21
6234,,,0,0,0,2022-05-13
6235,,,0,0,0,2022-05-30
6236,,,0,0,0,2022-05-26
6237,,,0,0,0,2022-05-13
6238,,,0,0,0,2022-05-13
6239,,,0,0,0,2022-05-23
6240,,,0,0,0,2022-05-16
6241,,,0,0,0,2022-05-02
6242,,,0,0,0,2022-05-08
6243,,,0,0,0,2022-05-25
6244,,,0,0,0,2022-05-09
6245,,,0,0,0,2022-05-01
6246,,,0,0,0,2022-05-31
6247,,,0,0,0,2022-05-25
6248,,,0,0,0,2022-05-08
6249,,,0,0,0,2022-05-26
6250,,,0,0,0,2022-05-26
6251,,,0,0,0,2022-05-14
6252,,,0,0,0,2022-05-12
6253,,,0,0,0,2022-05-26
6254,,,0,0,0,2022-05-01
6255,,,0,0,0,2022-05-03
6256,,,0,0,0,2022-05-22
6257,,,0,0,0,2022-05-11
6258,,,0,0,0,2022-05-22
6259,,,0,0,0,2022-05-15
6260,,,0,0,0,2022-05-08
6261,,,0,0,0,2022-05-31
6262,,,0,0,0,2022-05-18
6263,,,0,0,0,2022-05-12
6264,,,0,0,0,2022-05-05
6265,,,0,0,0,2022-05-24
6266,,,0,0,0,2022-05-26
6267,,,0,0,0,2022-05-24
6268,,,0,0,0,2022-05-31
6269,,,0,0,0,2022-05-19
6270,,,0,0,0,2022-05-16
6271,,,0,0,0,2022-05-18
6272,,,0,0,0,2022-05-28
6273,,,0,0,0,2022-05-16
6274,,,0,0,0,2022-05-02
6275,,,0,0,0,2022-05-26
6276,,,0,0,0,2022-05-28
6277,,,0,0,0,2022-05-17
6278,,,0,0,0,2022-05-05
6279,,,0,0,0,2022-05-19
6280,,,0,0,0,2022-05-26
6281,,,0,0,1,2022-05-09
6282,,,0,0,0,2022-05-29
6283,,,0,0,0,2022-05-18
6284,,,0,0,0,2022-05-29
6285,,,0,0,0,2022-05-10
6286,,,0,0,0,2022-05-01
6287,,,0,0,0,2022-05-13
6288,,,0,0,0,2022-05-29
6289,,,0,0,0,2022-05-08
6290,,,0,0,0,2022-05-11
6291,,,0,0,0,2022-05-01
6292,,,0,0,0,2022-05-04
6293,,,0,0,0,2022-05-05
6294,,,0,0,0,2022-05-28
6295,,,0,0,0,2022-05-13
6296,,,0,0,0,2022-05-27
6297,,,0,0,0,2022-05-23
6298,,,0,0,0,2022-05-20
6299,,,0,0,0,2022-05-09
6300,,,0,0,0,2022-05-19
6301,,,0,0,0,2022-05-06
6302,,,0,0,0,2022-05-12
6303,,,0,0,0,2022-05-22
6304,,,0,0,0,2022-05-16
6305,,,0,0,0,2022-05-17
6306,,,0,0,0,2022-05-26
6307,,,0,0,0,2022-05-17
6308,,,0,0,0,2022-05-06
6309,,,0,0,0,2022-05-23
6310,,,0,0,0,2022-05-22
6311,,,0,0,0,2022-05-17
6312,,,0,0,0,2022-05-02
6313,,,0,0,0,2022-05-24
6314,,,0,0,0,2022-05-01
6315,,,0,0,0,2022-05-27
6316,,,0,0,0,2022-05-20
6317,,,0,0,0,2022-05-20
6318,,,0,0,0,2022-05-08
6319,,,0,0,0,2022-05-28
6320,,,0,0,0,2022-05-11
6321,,,0,0,0,2022-05-28
6322,,,0,0,0,2022-05-12
6323,,,0,0,0,2022-05-03
6324,,,0,0,0,2022-05-24
6325,,,0,0,0,2022-05-13
6326,,,0,0,0,2022-05-15
6327,,,0,0,0,2022-05-12
6328,,,0,0,0,2022-05-24
6329,,,0,0,0,2022-05-08
6330,,,0,0,0,2022-05-02
6331,,,0,0,0,2022-05-02
6332,,,0,0,0,2022-05-16
6333,,,0,0,0,2022-05-08
6334,,,0,0,0,2022-05-25
6335,,,0,0,0,2022-05-29
6336,,,0,0,0,2022-05-28
6337,,,0,0,0,2022-05-06
6338,,,0,0,0,2022-05-04
6339,,,0,0,0,2022-05-05
6340,,,0,0,0,2022-05-26
6341,,,0,0,0,2022-05-29
6342,,,0,0,0,2022-05-15
6343,,,0,0,0,2022-05-27
6344,,,0,0,0,2022-05-14
6345,,,0,0,0,2022-05-06
6346,,,0,0,0,2022-05-11
6347,,,0,0,0,2022-05-23
6348,,,0,0,0,2022-05-20
6349,,,0,0,0,2022-05-16
6350,,,0,0,0,2022-05-21
6351,,,0,0,0,2022-05-17
6352,,,0,0,0,2022-05-14
6353,,,0,0,0,2022-05-06
6354,,,0,0,0,2022-05-30
6355,,,0,0,0,2022-05-14
6356,,,0,0,0,2022-05-31
6357,,,0,0,0,2022-05-25
6358,,,0,0,0,2022-05-24
6359,,,0,0,0,2022-05-19
6360,,,0,0,0,2022-05-25
6361,,,0,0,0,2022-05-11
6362,,,0,0,0,2022-05-05
6363,,,0,0,1,2022-05-28
6364,,,0,0,0,2022-05-20
6365,,,0,0,0,2022-05-05
6366,,,0,0,0,2022-05-25
6367,,,0,0,0,2022-05-23
6368,,,0,0,0,2022-05-22
6369,,,0,0,0,2022-05-17
6370,,,0,0,0,2022-05-03
6371,,,0,0,0,2022-05-31
6372,,,0,0,0,2022-05-11
6373,,,0,0,0,2022-05-15
6374,,,0,0,0,2022-05-08
6375,,,0,0,0,2022-05-10
6376,,,0,0,0,2022-05-27
6377,,,0,0,0,2022-05-06
6378,,,0,0,0,2022-05-13
6379,,,0,0,0,2022-05-24
6380,,,0,0,0,2022-05-26
6381,,,0,0,0,2022-05-23
6382,,,0,0,0,2022-05-10
6383,,,0,0,0,2022-05-11
6384,,,0,0,0,2022-05-02
6385,,,0,0,0,2022-05-31
6386,,,0,0,0,2022-05-31
6387,,,0,0,0,2022-05-16
6388,,,0,0,0,2022-05-05
6389,,,0,0,0,2022-05-04
6390,,,0,0,0,2022-05-12
6391,,,0,0,0,2022-05-26
6392,,,0,0,0,2022-05-03
6393,,,0,0,0,2022-05-03
6394,,,0,0,0,2022-05-30
6395,,,0,0,0,2022-05-04
6396,,,0,0,0,2022-05-15
6397,,,0,0,0,2022-05-12
6398,,,0,0,0,2022-05-01
6399,,,0,0,0,2022-05-15
6400,,,0,0,0,2022-05-13
6401,,,0,0,0,2022-05-24
6402,,,0,0,0,2022-05-03
6403,,,0,0,0,2022-05-05
6404,,,0,0,0,2022-05-09
6405,,,0,0,0,2022-05-30
6406,,,0,0,0,2022-05-10
6407,,,0,0,0,2022-05-02
6408,,,0,0,0,2022-05-23
6409,,,0,0,0,2022-05-29
6410,,,0,0,0,2022-05-31
6411,,,0,0,0,2022-05-15
6412,,,0,0,0,2022-05-29
6413,,,0,0,0,2022-05-01
6414,,,0,0,0,2022-05-03
6415,,,0,0,0,2022-05-03
6416,,,0,0,0,2022-05-22
6417,,,0,0,0,2022-05-15
6418,,,0,0,0,2022-05-05
6419,,,0,0,0,2022-05-15
6420,,,0,0,0,2022-05-23
6421,,,0,0,0,2022-05-25
6422,,,0,0,0,2022-05-24
6423,,,0,0,0,2022-05-21
6424,,,0,0,0,2022-05-28
6425,,,0,0,0,2022-05-06
6426,,,0,0,0,2022-05-06
6427,,,0,0,0,2022-05-24
6428,,,0,0,0,2022-05-11
6429,,,0,0,0,2022-05-08
6430,,,0,0,0,2022-05-21
6431,,,0,0,0,2022-05-02
6432,,,0,0,0,2022-05-28
6433,,,0,0,0,2022-05-11
6434,,,0,0,1,2022-05-21
6435,,,0,0,0,2022-05-31
6436,,,0,0,0,2022-05-24
6437,,,0,0,0,2022-05-20
6438,,,0,0,0,2022-05-12
6439,,,0,0,0,2022-05-20
6440,,,0,0,0,2022-05-31
6441,,,0,0,0,2022-05-30
6442,,,0,0,0,2022-05-25
6443,,,0,0,0,2022-05-30
6444,,,0,0,0,2022-05-10
6445,,,0,0,0,2022-05-06
6446,,,0,0,0,2022-05-02
6447,,,0,0,0,2022-05-04
6448,,,0,0,0,2022-05-31
6449,,,0,0,0,2022-05-23
6450,,,0,0,0,2022-05-13
6451,,,0,0,0,2022-05-02
6452,,,0,0,0,2022-05-29
6453,,,0,0,0,2022-05-26
6454,,,0,0,0,2022-05-13
6455,,,0,0,0,2022-05-09
6456,,,0,0,0,2022-05-08
6457,,,0,0,0,2022-05-21
6458,,,0,0,0,2022-05-12
6459,,,0,0,0,2022-05-11
6460,,,0,0,0,2022-05-07
6461,,,0,0,0,2022-05-20
6462,,,0,0,0,2022-05-24
6463,,,0,0,0,2022-05-09
6464,,,0,0,0,2022-05-09
6465,,,0,0,0,2022-05-18
6466,,,0,0,0,2022-05-13
6467,,,0,0,1,2022-05-23
6468,,,0,0,0,2022-05-20
6469,,,0,0,0,2022-05-20
6470,,,0,0,0,2022-05-27
6471,,,0,0,0,2022-05-14
6472,,,0,0,0,2022-05-20
6473,,,0,0,0,2022-05-03
6474,,,0,0,0,2022-05-28
6475,,,0,0,0,2022-05-17
6476,,,0,0,0,2022-05-13
6477,,,0,0,0,2022-05-16
6478,,,0,0,0,2022-05-18
6479,,,0,0,0,2022-05-04
6480,,,0,0,0,2022-05-27
6481,,,0,0,0,2022-05-09
6482,,,0,0,0,2022-05-12
6483,,,0,0,0,2022-05-12
6484,,,0,0,0,2022-05-28
6485,,,0,0,0,2022-05-01
6486,,,0,0,0,2022-05-25
6487,,,0,0,0,2022-05-25
6488,,,0,0,0,2022-05-12
6489,,,0,0,0,2022-05-26
6490,,,0,0,0,2022-05-23
6491,,,0,0,0,2022-05-21
6492,,,0,0,0,2022-05-21
6493,,,0,0,0,2022-05-03
6494,,,0,0,0,2022-05-03
6495,,,0,0,0,2022-05-10
6496,,,0,0,0,2022-05-30
6497,,,0,0,0,2022-05-17
6498,,,0,0,0,2022-05-26
6499,,,0,0,0,2022-05-27
6500,,,0,0,0,2022-05-23
6501,,,0,0,0,2022-05-13
6502,,,0,0,0,2022-05-21
6503,,,0,0,0,2022-05-03
6504,,,0,0,0,2022-05-13
6505,,,0,0,0,2022-05-19
6506,,,0,0,0,2022-05-27
6507,,,0,0,0,2022-05-07
6508,,,0,0,0,2022-05-18
6509,,,0,0,0,2022-05-19
6510,,,0,0,0,2022-05-19
6511,,,0,0,0,2022-05-27
6512,,,0,0,0,2022-05-31
6513,,,0,0,0,2022-05-02
6514,,,0,0,0,2022-05-02
6515,,,0,0,0,2022-05-26
6516,,,0,0,0,2022-05-28
6517,,,0,0,0,2022-05-29
6518,,,0,0,0,2022-05-15
6519,,,0,0,0,2022-05-30
6520,,,0,0,0,2022-05-21
6521,,,0,0,1,2022-05-11
6522,,,0,0,0,2022-05-28
6523,,,0,0,0,2022-05-31
6524,,,0,0,0,2022-05-04
6525,,,0,0,0,2022-05-21
6526,,,0,0,0,2022-05-05
6527,,,0,0,0,2022-05-05
6528,,,0,0,0,2022-05-11
6529,,,0,0,0,2022-05-09
6530,,,0,0,0,2022-05-27
6531,,,0,0,0,2022-05-19
6532,,,0,0,1,2022-05-30
6533,,,0,0,0,2022-05-10
6534,,,0,0,0,2022-05-17
6535,,,0,0,0,2022-05-19
6536,,,0,0,0,2022-05-20
6537,,,0,0,0,2022-05-08
6538,,,0,0,0,2022-05-05
6539,,,0,0,0,2022-05-31
6540,,,0,0,0,2022-05-30
6541,,,0,0,0,2022-05-13
6542,,,0,0,0,2022-05-01
6543,,,0,0,0,2022-05-15
6544,,,0,0,0,2022-05-28
6545,,,0,0,0,2022-05-12
6546,,,0,0,0,2022-05-09
6547,,,0,0,0,2022-05-26
6548,,,0,0,0,2022-05-24
6549,,,0,0,0,2022-05-18
6550,,,0,0,0,2022-05-27
6551,,,0,0,0,2022-05-28
6552,,,0,0,0,2022-05-01
6553,,,0,0,0,2022-05-25
6554,,,0,0,0,2022-05-03
6555,,,0,0,0,2022-05-10
6556,,,0,0,0,2022-05-25
6557,,,0,0,0,2022-05-20
6558,,,0,0,0,2022-05-09
6559,,,0,0,0,2022-05-15
6560,,,0,0,0,2022-05-27
6561,,,0,0,0,2022-05-02
6562,,,0,0,0,2022-05-22
6563,,,0,0,0,2022-05-14
6564,,,0,0,0,2022-05-17
6565,,,0,0,0,2022-05-19
6566,,,0,0,0,2022-05-17
6567,,,0,0,0,2022-05-07
6568,,,0,0,0,2022-05-31
6569,,,0,0,0,2022-05-25
6570,,,0,0,0,2022-05-29
6571,,,0,0,0,2022-05-23
6572,,,0,0,0,2022-05-06
6573,,,0,0,0,2022-05-18
6574,,,0,0,0,2022-05-19
6575,,,0,0,0,2022-05-08
6576,,,0,0,0,2022-05-11
6577,,,0,0,0,2022-05-08
6578,,,0,0,0,2022-05-11
6579,,,0,0,0,2022-05-31
6580,,,0,0,0,2022-05-21
6581,,,0,0,0,2022-05-17
6582,,,0,0,0,2022-05-28
6583,,,0,0,0,2022-05-09
6584,,,0,0,0,2022-05-17
6585,,,0,0,0,2022-05-17
6586,,,0,0,1,2022-05-18
6587,,,0,0,0,2022-05-29
6588,,,0,0,0,2022-05-13
6589,,,0,0,0,2022-05-18
6590,,,0,0,0,2022-05-18
6591,,,0,0,0,2022-05-08
